@RELATION "Sound_Gestures: -C 2"

@ATTRIBUTE gesture {tap, slap, stroke, tickle, rub, scratch}
@ATTRIBUTE place {left_arm, right_arm, belly}
@ATTRIBUTE pitchFFT_1 REAL
@ATTRIBUTE pitchFFTMin_1 REAL
@ATTRIBUTE pitchFFTMax_1 REAL
@ATTRIBUTE pitchFFTDif_1 REAL
@ATTRIBUTE pitchAutocorrelation_1 REAL
@ATTRIBUTE pitchAutocorrelationMin_1 REAL
@ATTRIBUTE pitchAutocorrelationMax_1 REAL
@ATTRIBUTE pitchAutocorrelationDif_1 REAL
@ATTRIBUTE pitchWavelet_1 REAL
@ATTRIBUTE pitchWaveletMin_1 REAL
@ATTRIBUTE pitchWaveletMax_1 REAL
@ATTRIBUTE pitchWaveletDif_1 REAL
@ATTRIBUTE centroide_1 REAL
@ATTRIBUTE centroideMin_1 REAL
@ATTRIBUTE centroideMax_1 REAL
@ATTRIBUTE centroideDif_1 REAL
@ATTRIBUTE rollOff_1 REAL
@ATTRIBUTE rollOffMin_1 REAL
@ATTRIBUTE rollOffMax_1 REAL
@ATTRIBUTE rollOffDif_1 REAL
@ATTRIBUTE ganancia_1 REAL
@ATTRIBUTE flux_1 REAL
@ATTRIBUTE fluxMin_1 REAL
@ATTRIBUTE fluxMax_1 REAL
@ATTRIBUTE fluxDif_1 REAL
@ATTRIBUTE SNR_1 REAL
@ATTRIBUTE SNRMax_1 REAL
@ATTRIBUTE zeroXMean_1 REAL
@ATTRIBUTE ZCRmin_1 REAL
@ATTRIBUTE ZCRmax_1 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_1 REAL
@ATTRIBUTE numWordsMinute_1 REAL
@ATTRIBUTE duration_1 REAL
@ATTRIBUTE pitchFFT_2 REAL
@ATTRIBUTE pitchFFTMin_2 REAL
@ATTRIBUTE pitchFFTMax_2 REAL
@ATTRIBUTE pitchFFTDif_2 REAL
@ATTRIBUTE pitchAutocorrelation_2 REAL
@ATTRIBUTE pitchAutocorrelationMin_2 REAL
@ATTRIBUTE pitchAutocorrelationMax_2 REAL
@ATTRIBUTE pitchAutocorrelationDif_2 REAL
@ATTRIBUTE pitchWavelet_2 REAL
@ATTRIBUTE pitchWaveletMin_2 REAL
@ATTRIBUTE pitchWaveletMax_2 REAL
@ATTRIBUTE pitchWaveletDif_2 REAL
@ATTRIBUTE centroide_2 REAL
@ATTRIBUTE centroideMin_2 REAL
@ATTRIBUTE centroideMax_2 REAL
@ATTRIBUTE centroideDif_2 REAL
@ATTRIBUTE rollOff_2 REAL
@ATTRIBUTE rollOffMin_2 REAL
@ATTRIBUTE rollOffMax_2 REAL
@ATTRIBUTE rollOffDif_2 REAL
@ATTRIBUTE ganancia_2 REAL
@ATTRIBUTE flux_2 REAL
@ATTRIBUTE fluxMin_2 REAL
@ATTRIBUTE fluxMax_2 REAL
@ATTRIBUTE fluxDif_2 REAL
@ATTRIBUTE SNR_2 REAL
@ATTRIBUTE SNRMax_2 REAL
@ATTRIBUTE zeroXMean_2 REAL
@ATTRIBUTE ZCRmin_2 REAL
@ATTRIBUTE ZCRmax_2 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_2 REAL
@ATTRIBUTE numWordsMinute_2 REAL
@ATTRIBUTE duration_2 REAL
@ATTRIBUTE pitchFFT_3 REAL
@ATTRIBUTE pitchFFTMin_3 REAL
@ATTRIBUTE pitchFFTMax_3 REAL
@ATTRIBUTE pitchFFTDif_3 REAL
@ATTRIBUTE pitchAutocorrelation_3 REAL
@ATTRIBUTE pitchAutocorrelationMin_3 REAL
@ATTRIBUTE pitchAutocorrelationMax_3 REAL
@ATTRIBUTE pitchAutocorrelationDif_3 REAL
@ATTRIBUTE pitchWavelet_3 REAL
@ATTRIBUTE pitchWaveletMin_3 REAL
@ATTRIBUTE pitchWaveletMax_3 REAL
@ATTRIBUTE pitchWaveletDif_3 REAL
@ATTRIBUTE centroide_3 REAL
@ATTRIBUTE centroideMin_3 REAL
@ATTRIBUTE centroideMax_3 REAL
@ATTRIBUTE centroideDif_3 REAL
@ATTRIBUTE rollOff_3 REAL
@ATTRIBUTE rollOffMin_3 REAL
@ATTRIBUTE rollOffMax_3 REAL
@ATTRIBUTE rollOffDif_3 REAL
@ATTRIBUTE ganancia_3 REAL
@ATTRIBUTE flux_3 REAL
@ATTRIBUTE fluxMin_3 REAL
@ATTRIBUTE fluxMax_3 REAL
@ATTRIBUTE fluxDif_3 REAL
@ATTRIBUTE SNR_3 REAL
@ATTRIBUTE SNRMax_3 REAL
@ATTRIBUTE zeroXMean_3 REAL
@ATTRIBUTE ZCRmin_3 REAL
@ATTRIBUTE ZCRmax_3 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_3 REAL
@ATTRIBUTE numWordsMinute_3 REAL
@ATTRIBUTE duration_3 REAL
@ATTRIBUTE pitchFFT_4 REAL
@ATTRIBUTE pitchFFTMin_4 REAL
@ATTRIBUTE pitchFFTMax_4 REAL
@ATTRIBUTE pitchFFTDif_4 REAL
@ATTRIBUTE pitchAutocorrelation_4 REAL
@ATTRIBUTE pitchAutocorrelationMin_4 REAL
@ATTRIBUTE pitchAutocorrelationMax_4 REAL
@ATTRIBUTE pitchAutocorrelationDif_4 REAL
@ATTRIBUTE pitchWavelet_4 REAL
@ATTRIBUTE pitchWaveletMin_4 REAL
@ATTRIBUTE pitchWaveletMax_4 REAL
@ATTRIBUTE pitchWaveletDif_4 REAL
@ATTRIBUTE centroide_4 REAL
@ATTRIBUTE centroideMin_4 REAL
@ATTRIBUTE centroideMax_4 REAL
@ATTRIBUTE centroideDif_4 REAL
@ATTRIBUTE rollOff_4 REAL
@ATTRIBUTE rollOffMin_4 REAL
@ATTRIBUTE rollOffMax_4 REAL
@ATTRIBUTE rollOffDif_4 REAL
@ATTRIBUTE ganancia_4 REAL
@ATTRIBUTE flux_4 REAL
@ATTRIBUTE fluxMin_4 REAL
@ATTRIBUTE fluxMax_4 REAL
@ATTRIBUTE fluxDif_4 REAL
@ATTRIBUTE SNR_4 REAL
@ATTRIBUTE SNRMax_4 REAL
@ATTRIBUTE zeroXMean_4 REAL
@ATTRIBUTE ZCRmin_4 REAL
@ATTRIBUTE ZCRmax_4 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_4 REAL
@ATTRIBUTE numWordsMinute_4 REAL
@ATTRIBUTE duration_4 REAL

@DATA
rub,belly,1031.25,1031.25,1031.25,0.0,1835.366552,1886.072373,1715.162218,0.0,937.694655,227.883317,798.140222,0.0,2834.81149,2959.44139,2992.672086,0.0,1125.0,1125.0,1125.0,0.0,0.007379,0.151347,0.209206,0.156632,0.0,15.684224,15.746706,106.292765,75.865359,60.644044,0.0,22500.0,2.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slap,right_arm,984.607942,937.5,954.214482,56.961685,1401.418724,1250.131007,1600.0,350.583148,75.404848,0.0,727.631015,658.131268,2033.271946,1414.152796,2367.154235,812.774039,1079.421059,955.493453,1146.52946,186.158336,0.18326,0.568241,0.35474,0.840266,0.518616,115.31933,243.388726,24.855069,21.367012,50.543553,22.84701,4474.853166,26.411472,971.80308,750.0,1275.775439,512.045677,1215.409012,979.835194,1477.972256,767.367019,600.234893,0.0,1373.776232,1407.813096,2381.942373,1310.609271,4239.462104,2917.834138,1350.641416,1083.359256,2156.25,1173.622839,0.171986,0.614015,0.491217,0.872541,0.426163,902.990554,1486.099719,27.511316,12.71456,46.965121,32.630603,1348.438537,40.315441,161.704325,93.75,222.49007,110.381993,496.034702,380.952,518.6596,124.375647,26.762406,0.0,124.48771,62.955626,1318.514783,1087.099166,1710.733635,616.030362,352.169829,239.431815,733.3298,370.370198,0.022044,0.553062,0.521295,0.712691,0.23518,53.210337,65.276684,11.664467,4.645298,11.596467,16.863781,3304.336363,14.480307,1642.188736,1581.186118,2123.980002,771.980523,1701.3717,485.852425,2454.553848,2050.163073,0.0,0.0,0.0,0.0,2256.41668,1568.899068,2808.066458,1313.985775,1497.236481,764.559486,1939.889016,1050.023519,0.04473,0.683917,0.437112,0.927439,0.446375,46.869887,84.09085,34.183723,29.08785,90.555127,42.046524,1729.09497,72.650896
slap,left_arm,937.5,750.0,1218.75,468.75,1465.0,1142.86,1846.15,703.297,200.464,0.0,1037.84,1037.84,2886.09,1626.5,5701.98,4075.49,1734.38,1031.25,3187.5,2156.25,0.100123,0.583382,0.40858,0.765785,0.357206,494.689,1044.62,45.3333,21.0,134.0,113.0,1071.43,56.0,833.333,93.75,1781.25,1687.5,1347.71,406.78,2666.67,2259.89,213.708,0.0,1034.48,1034.48,1877.48,1320.73,3038.84,1718.12,1250.0,562.5,2437.5,1875.0,0.039484,0.677222,0.32643,0.897763,0.571333,173.745,785.977,26.8889,13.0,40.0,27.0,681.818,88.0,234.375,187.5,281.25,93.75,419.567,380.952,480.0,99.0476,0.0,0.0,0.0,0.0,956.672,594.304,1257.56,663.253,234.375,187.5,281.25,93.75,0.046485,0.693688,0.438507,0.842496,0.403989,272.395,719.332,16.5,6.0,30.0,24.0,1730.77,34.6667,1537.5,1312.5,1687.5,375.0,2139.22,1714.29,2400.0,685.714,0.0,0.0,0.0,0.0,2243.54,1680.98,2779.77,1098.79,1668.75,1500.0,1968.75,468.75,0.068181,0.663203,0.371017,0.952663,0.581645,289.602,518.361,35.4,29.0,42.0,13.0,1323.53,45.3333
stroke,belly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.222,187.5,937.5,750.0,470.408,380.952,827.586,446.634,38.8755,0.0,366.412,366.412,2397.67,1227.62,3039.2,1811.58,1342.87,187.5,2625.0,2437.5,0.003435,0.579864,0.188022,0.911968,0.723946,20.8257,55.9759,30.1972,6.0,54.0,48.0,473.684,886.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tap,right_arm,1051.299471,843.75,1256.251808,283.405179,1535.099468,1451.790045,1714.29,403.78719,355.856657,0.0,603.891149,64.798984,1957.915505,1737.102526,2245.397558,415.916245,1191.1348,973.483606,1368.044347,409.809974,0.013092,0.613701,0.246761,1.064361,0.470112,38.179126,49.592736,24.669322,22.0,26.826829,6.448438,3302.062988,26.876301,1494.839799,1169.887977,2016.528541,560.478786,2379.715156,1734.89181,4250.953742,2966.401514,0.0,0.0,0.0,0.0,2559.545132,1680.321891,3666.397901,1900.876639,1840.16077,1243.866817,2972.954355,1539.659413,0.026548,0.688906,0.304167,1.001742,0.373649,65.382947,227.024463,35.130675,33.83903,88.195192,42.867535,1558.109053,95.454582,227.900685,222.211178,219.02872,0.0,429.569837,382.09127,505.433181,104.540867,0.0,0.0,0.0,0.0,1704.707908,1748.331807,1738.215021,526.786882,285.195291,200.264293,380.124195,212.221183,0.005134,0.638947,0.205708,1.081172,0.951405,23.246657,29.216772,10.546791,4.35977,11.991874,7.143224,4474.807844,25.205384,1705.72766,1155.02944,1875.0,693.046645,772.951239,380.952,1467.982475,1178.422245,0.0,0.0,0.0,0.0,1837.736584,1451.836075,2286.707805,1174.64871,1212.261018,236.372142,1823.81121,1654.226025,0.009146,0.731802,0.411878,0.988744,0.956478,21.517588,35.758298,23.557374,3.971871,42.89145,31.037927,1480.937579,75.995656
rub,left_arm,1514.71,843.75,4031.25,3187.5,2052.1,888.889,4000.0,3111.11,17.4785,0.0,1125.0,1125.0,3244.18,1685.85,4192.18,2506.32,2477.94,1125.0,3468.75,2343.75,0.022922,0.683565,0.424607,1.13589,0.711286,96.3076,483.662,52.7255,24.0,109.0,85.0,467.775,1282.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.5,187.5,187.5,0.0,380.952,380.952,380.952,0.0,0.0,0.0,0.0,0.0,1762.19,1383.92,2110.7,726.775,250.0,187.5,281.25,93.75,0.003732,0.28383,0.215766,0.386571,0.170805,16.7569,22.348,8.33333,5.0,14.0,9.0,203.62,589.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stroke,belly,1171.88,1125.0,1218.75,93.75,1403.08,960.0,1846.15,886.154,0.0,0.0,0.0,0.0,2134.25,1906.89,2361.62,454.728,1265.62,1218.75,1312.5,93.75,0.021953,0.349486,0.323515,0.375457,0.051942,53.2508,90.7144,28.0,26.0,30.0,4.0,1800.0,66.6667,2718.75,2718.75,2718.75,0.0,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,3224.69,3224.69,3224.69,0.0,2718.75,2718.75,2718.75,0.0,0.004003,0.953756,0.953756,0.953756,0.0,16.4623,16.4623,57.0,57.0,57.0,0.0,22500.0,2.66667,229.167,187.5,468.75,281.25,447.209,380.952,888.889,507.936,0.0,0.0,0.0,0.0,2221.81,1212.3,3040.0,1827.69,895.833,93.75,2437.5,2343.75,0.005727,0.437114,0.090821,0.962936,0.872115,30.195,75.3874,19.1111,0.0,52.0,52.0,900.0,333.333,2015.62,750.0,5718.75,4968.75,2191.21,1500.0,2666.67,1166.67,0.0,0.0,0.0,0.0,2890.65,1811.19,4415.31,2604.11,2456.25,1406.25,4781.25,3375.0,0.006361,0.886313,0.731327,1.08834,0.357013,33.1587,80.9333,46.4,27.0,70.0,43.0,695.876,258.667
rub,belly,1124.455197,995.044067,1258.212631,281.25,1524.277328,784.38415,1714.29,875.893948,189.244862,0.0,1019.126662,1143.458513,2309.043016,1673.394359,2875.754676,1151.991526,1152.627787,1116.483795,1254.974402,193.306194,0.009802,0.49527,0.316385,0.849464,0.350413,28.398308,74.270678,39.275847,23.189857,69.580355,31.040043,911.70793,701.041002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.341573,93.75,4522.611712,4328.0452,472.55507,380.952,3428.57,3047.62,5.567683,0.0,321.065979,275.242147,2550.498828,1714.021268,4148.245026,2326.161729,1665.297883,93.75,4031.25,3937.5,0.009299,0.59034,0.212336,1.17891,0.9394,31.970151,82.123308,32.224896,0.846141,77.89718,76.714965,415.395726,865.825692,1399.439994,581.409912,1809.38629,955.194007,1723.976202,538.447213,2400.0,1918.37544,0.0,0.0,0.0,0.0,2313.127037,1558.018992,3221.874643,1715.660423,1617.765098,1188.839904,2007.754757,992.431257,0.008853,0.741034,0.456367,1.002968,0.642586,18.654296,61.110598,32.021635,19.962639,40.259272,22.648676,808.248501,699.277798
scratch,right_arm,920.956,750.0,937.5,187.5,1492.4,827.586,1846.15,1018.57,686.396,0.0,1043.48,1043.48,1801.33,1349.6,2323.08,973.488,959.559,937.5,1031.25,93.75,0.017398,0.429659,0.15236,0.779232,0.626873,27.7567,71.1956,20.7059,19.0,24.0,5.0,243.243,493.333,1743.75,1312.5,4593.75,3281.25,2519.26,1333.33,4800.0,3466.67,437.895,0.0,2000.0,2000.0,3245.31,2158.53,4998.54,2840.01,2287.5,1593.75,4500.0,2906.25,0.132091,0.611284,0.321507,0.98407,0.662562,272.741,759.469,46.95,33.0,86.0,53.0,414.747,578.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1834.82,1687.5,1968.75,281.25,2146.22,1411.76,3000.0,1588.24,55.7491,0.0,390.244,390.244,1980.13,1912.33,2078.64,166.312,1660.71,1593.75,1687.5,93.75,0.005466,0.539741,0.348947,0.76259,0.413643,4.81774,5.06732,35.8571,32.0,39.0,7.0,364.865,493.333
rub,left_arm,1983.98,937.5,3468.75,2531.25,2669.04,827.586,4000.0,3172.41,12.732,0.0,450.0,450.0,3547.19,3000.94,4302.01,1301.06,2786.72,2156.25,3562.5,1406.25,0.03311,0.636066,0.457975,0.807024,0.34905,175.048,350.878,60.7625,44.0,77.0,33.0,365.854,984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tap,left_arm,1253.91,843.75,1875.0,1031.25,1502.47,393.443,2000.0,1606.56,254.919,0.0,1116.28,1116.28,2301.79,1301.96,3383.32,2081.36,1417.97,187.5,2250.0,2062.5,0.046997,0.840353,0.517136,1.22455,0.707418,94.0331,310.037,43.375,18.0,138.0,120.0,1578.95,152.0,609.375,93.75,1500.0,1406.25,1106.54,452.83,2181.82,1728.99,381.966,0.0,765.957,765.957,1594.69,1221.75,2443.6,1221.85,1054.69,750.0,1687.5,937.5,0.011413,0.771346,0.453672,1.06757,0.613901,27.1565,40.5252,21.0,16.0,31.0,15.0,1097.56,109.333,140.625,93.75,187.5,93.75,416.891,380.952,452.83,71.8778,0.0,0.0,0.0,0.0,944.494,721.848,1276.84,554.994,187.5,187.5,187.5,0.0,0.011019,0.351255,0.107222,0.539111,0.431889,37.5219,57.6902,5.25,2.0,8.0,6.0,1730.77,34.6667,937.5,93.75,1687.5,1593.75,1226.84,380.952,2400.0,2019.05,0.0,0.0,0.0,0.0,1832.47,1601.12,2105.36,504.246,1481.25,1312.5,1593.75,281.25,0.016195,0.71489,0.464731,0.923703,0.458973,35.6555,68.5962,32.4,29.0,37.0,8.0,1323.53,45.3333
stroke,left_arm,1234.38,937.5,1500.0,562.5,1452.38,800.0,1714.29,914.286,0.0,0.0,0.0,0.0,3494.72,3306.33,3707.73,401.393,2359.38,2156.25,2625.0,468.75,0.006848,0.585099,0.516188,0.641089,0.124901,27.3465,34.7836,50.5,43.0,58.0,15.0,1071.43,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rub,right_arm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.056693,843.097163,4077.169277,2827.369994,2403.849583,1081.283231,4000.0,2809.260524,22.506311,0.0,1190.143467,1203.092728,2950.92141,1958.984833,3667.197413,2053.132075,2373.176425,1598.411259,3281.292242,1705.882855,0.038546,0.617531,0.269751,0.902933,0.641418,184.079529,1183.238361,49.087001,34.710619,70.0,34.52274,255.482336,1925.946405,71.365596,121.298405,83.591396,79.164779,193.49232,205.624292,278.910676,0.162605,16.813233,0.0,156.495743,51.581606,231.880107,995.259227,1812.295101,356.212438,99.667083,99.409249,240.379858,66.270525,0.002968,0.415024,0.22433,0.537715,0.156544,14.826604,16.003365,4.5194,0.942087,0.524787,1.955992,266.545473,1039.486982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tap,left_arm,1197.705277,937.5,1589.474031,898.308237,1560.367598,482.793302,2400.0,1864.18854,0.0,0.0,0.0,0.0,2257.900003,1440.913899,3238.692924,1820.146238,1586.701455,563.436671,2130.980844,1946.226992,0.019038,0.707498,0.399059,1.210488,0.649374,69.553468,298.80107,40.809581,16.121373,177.781907,149.839764,1194.359994,104.985105,758.624513,93.75,1664.964853,1643.686036,987.563054,489.531662,1462.905619,664.402109,73.201465,0.0,734.585914,127.47772,2067.934489,1456.981974,2208.785245,747.631876,1093.334996,659.723314,1471.199322,896.551971,0.004664,0.783687,0.364036,1.195411,0.792718,20.254703,26.794321,28.582809,12.857582,61.080737,19.234147,1818.466948,44.2566,174.363465,93.75,190.758718,106.559019,402.125056,380.952,480.658061,121.463551,0.0,0.0,0.0,0.0,1472.58656,1053.907374,2019.730958,918.073709,222.920375,145.153963,281.25,164.085638,0.004879,0.504027,0.40084,0.734512,0.318445,25.406997,35.274689,6.264846,4.237479,14.237543,12.711625,1730.77,34.6667,1168.278647,186.849136,1885.433098,2001.283523,1056.713513,383.281232,2506.79418,1935.797962,0.0,0.0,0.0,0.0,2436.06066,1577.680921,3343.375262,1755.991059,1657.79921,938.445596,2483.358739,1364.204029,0.005666,0.8655,0.547852,1.115619,0.555092,26.473861,28.830013,32.163952,22.623639,48.361198,27.12673,1100.725386,108.600988
stroke,right_arm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1892.05,1406.25,2343.75,937.5,2218.61,489.796,2666.67,2176.87,0.0,0.0,0.0,0.0,2700.11,1677.84,3223.82,1545.98,2007.1,1312.5,2343.75,1031.25,0.019421,0.664456,0.490677,0.809971,0.319294,12.9378,29.5416,42.6364,24.0,59.0,35.0,398.23,301.333,281.25,281.25,281.25,0.0,387.097,387.097,387.097,0.0,0.0,0.0,0.0,0.0,1574.84,1574.84,1574.84,0.0,281.25,281.25,281.25,0.0,0.004116,1.18089,1.18089,1.18089,0.0,13.9192,13.9192,7.0,7.0,7.0,0.0,22500.0,2.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tap,left_arm,968.75,187.5,2343.75,2156.25,1100.79,380.952,1500.0,1119.05,0.0,0.0,0.0,0.0,2466.52,1632.48,4033.63,2401.15,1656.25,750.0,2812.5,2062.5,0.062394,0.717645,0.572062,0.954307,0.382245,267.536,1008.17,52.0,22.0,183.0,161.0,1363.64,88.0,593.75,187.5,843.75,656.25,900.026,393.443,1263.16,869.715,0.0,0.0,0.0,0.0,1525.65,1424.67,1726.18,301.51,843.75,750.0,937.5,187.5,0.014724,0.739608,0.603988,0.924223,0.320236,45.8339,71.2105,16.3333,12.0,19.0,7.0,2500.0,24.0,168.75,93.75,187.5,93.75,424.127,380.952,533.333,152.381,0.0,0.0,0.0,0.0,1483.75,751.359,2455.05,1703.69,243.75,187.5,281.25,93.75,0.006823,0.53371,0.423468,0.637685,0.214217,35.9109,68.8983,15.0,5.0,28.0,23.0,1323.53,45.3333,787.5,187.5,1875.0,1687.5,951.136,380.952,1846.15,1465.2,0.0,0.0,0.0,0.0,2141.15,1944.52,2451.36,506.847,1312.5,187.5,1875.0,1687.5,0.006812,0.787781,0.675233,0.915882,0.24065,38.1159,88.5619,28.6,17.0,52.0,35.0,1323.53,45.3333
slap,right_arm,896.934423,934.899196,967.557548,93.75,1432.206923,1203.863112,1620.740288,440.922065,25.027969,0.0,38.393986,467.640749,1697.110652,1546.081493,1856.591568,258.514825,1048.581348,937.5,1361.109089,360.480654,0.144621,0.561137,0.406872,0.710268,0.302164,371.09129,727.49802,48.538023,21.129194,131.894341,109.538945,4088.291761,14.397253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.5,187.5,187.5,0.0,380.952,380.952,380.952,0.0,0.0,0.0,0.0,0.0,649.290187,680.857448,620.011698,0.0,215.884422,219.832175,229.831975,0.0,0.033563,0.237219,0.311105,0.42187,0.0,178.874151,80.189081,28.424618,24.561679,23.566152,0.0,22500.0,2.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
