@RELATION "Sound_Gestures: -C 2"

@ATTRIBUTE gesture {tap, slap, stroke, tickle, rub, scratch}
@ATTRIBUTE place {left_arm, right_arm, belly}
@ATTRIBUTE pitchFFT_1 REAL
@ATTRIBUTE pitchFFTMin_1 REAL
@ATTRIBUTE pitchFFTMax_1 REAL
@ATTRIBUTE pitchFFTDif_1 REAL
@ATTRIBUTE pitchAutocorrelation_1 REAL
@ATTRIBUTE pitchAutocorrelationMin_1 REAL
@ATTRIBUTE pitchAutocorrelationMax_1 REAL
@ATTRIBUTE pitchAutocorrelationDif_1 REAL
@ATTRIBUTE pitchWavelet_1 REAL
@ATTRIBUTE pitchWaveletMin_1 REAL
@ATTRIBUTE pitchWaveletMax_1 REAL
@ATTRIBUTE pitchWaveletDif_1 REAL
@ATTRIBUTE centroide_1 REAL
@ATTRIBUTE centroideMin_1 REAL
@ATTRIBUTE centroideMax_1 REAL
@ATTRIBUTE centroideDif_1 REAL
@ATTRIBUTE rollOff_1 REAL
@ATTRIBUTE rollOffMin_1 REAL
@ATTRIBUTE rollOffMax_1 REAL
@ATTRIBUTE rollOffDif_1 REAL
@ATTRIBUTE ganancia_1 REAL
@ATTRIBUTE flux_1 REAL
@ATTRIBUTE fluxMin_1 REAL
@ATTRIBUTE fluxMax_1 REAL
@ATTRIBUTE fluxDif_1 REAL
@ATTRIBUTE SNR_1 REAL
@ATTRIBUTE SNRMax_1 REAL
@ATTRIBUTE zeroXMean_1 REAL
@ATTRIBUTE ZCRmin_1 REAL
@ATTRIBUTE ZCRmax_1 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_1 REAL
@ATTRIBUTE numWordsMinute_1 REAL
@ATTRIBUTE duration_1 REAL
@ATTRIBUTE pitchFFT_2 REAL
@ATTRIBUTE pitchFFTMin_2 REAL
@ATTRIBUTE pitchFFTMax_2 REAL
@ATTRIBUTE pitchFFTDif_2 REAL
@ATTRIBUTE pitchAutocorrelation_2 REAL
@ATTRIBUTE pitchAutocorrelationMin_2 REAL
@ATTRIBUTE pitchAutocorrelationMax_2 REAL
@ATTRIBUTE pitchAutocorrelationDif_2 REAL
@ATTRIBUTE pitchWavelet_2 REAL
@ATTRIBUTE pitchWaveletMin_2 REAL
@ATTRIBUTE pitchWaveletMax_2 REAL
@ATTRIBUTE pitchWaveletDif_2 REAL
@ATTRIBUTE centroide_2 REAL
@ATTRIBUTE centroideMin_2 REAL
@ATTRIBUTE centroideMax_2 REAL
@ATTRIBUTE centroideDif_2 REAL
@ATTRIBUTE rollOff_2 REAL
@ATTRIBUTE rollOffMin_2 REAL
@ATTRIBUTE rollOffMax_2 REAL
@ATTRIBUTE rollOffDif_2 REAL
@ATTRIBUTE ganancia_2 REAL
@ATTRIBUTE flux_2 REAL
@ATTRIBUTE fluxMin_2 REAL
@ATTRIBUTE fluxMax_2 REAL
@ATTRIBUTE fluxDif_2 REAL
@ATTRIBUTE SNR_2 REAL
@ATTRIBUTE SNRMax_2 REAL
@ATTRIBUTE zeroXMean_2 REAL
@ATTRIBUTE ZCRmin_2 REAL
@ATTRIBUTE ZCRmax_2 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_2 REAL
@ATTRIBUTE numWordsMinute_2 REAL
@ATTRIBUTE duration_2 REAL
@ATTRIBUTE pitchFFT_3 REAL
@ATTRIBUTE pitchFFTMin_3 REAL
@ATTRIBUTE pitchFFTMax_3 REAL
@ATTRIBUTE pitchFFTDif_3 REAL
@ATTRIBUTE pitchAutocorrelation_3 REAL
@ATTRIBUTE pitchAutocorrelationMin_3 REAL
@ATTRIBUTE pitchAutocorrelationMax_3 REAL
@ATTRIBUTE pitchAutocorrelationDif_3 REAL
@ATTRIBUTE pitchWavelet_3 REAL
@ATTRIBUTE pitchWaveletMin_3 REAL
@ATTRIBUTE pitchWaveletMax_3 REAL
@ATTRIBUTE pitchWaveletDif_3 REAL
@ATTRIBUTE centroide_3 REAL
@ATTRIBUTE centroideMin_3 REAL
@ATTRIBUTE centroideMax_3 REAL
@ATTRIBUTE centroideDif_3 REAL
@ATTRIBUTE rollOff_3 REAL
@ATTRIBUTE rollOffMin_3 REAL
@ATTRIBUTE rollOffMax_3 REAL
@ATTRIBUTE rollOffDif_3 REAL
@ATTRIBUTE ganancia_3 REAL
@ATTRIBUTE flux_3 REAL
@ATTRIBUTE fluxMin_3 REAL
@ATTRIBUTE fluxMax_3 REAL
@ATTRIBUTE fluxDif_3 REAL
@ATTRIBUTE SNR_3 REAL
@ATTRIBUTE SNRMax_3 REAL
@ATTRIBUTE zeroXMean_3 REAL
@ATTRIBUTE ZCRmin_3 REAL
@ATTRIBUTE ZCRmax_3 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_3 REAL
@ATTRIBUTE numWordsMinute_3 REAL
@ATTRIBUTE duration_3 REAL
@ATTRIBUTE pitchFFT_4 REAL
@ATTRIBUTE pitchFFTMin_4 REAL
@ATTRIBUTE pitchFFTMax_4 REAL
@ATTRIBUTE pitchFFTDif_4 REAL
@ATTRIBUTE pitchAutocorrelation_4 REAL
@ATTRIBUTE pitchAutocorrelationMin_4 REAL
@ATTRIBUTE pitchAutocorrelationMax_4 REAL
@ATTRIBUTE pitchAutocorrelationDif_4 REAL
@ATTRIBUTE pitchWavelet_4 REAL
@ATTRIBUTE pitchWaveletMin_4 REAL
@ATTRIBUTE pitchWaveletMax_4 REAL
@ATTRIBUTE pitchWaveletDif_4 REAL
@ATTRIBUTE centroide_4 REAL
@ATTRIBUTE centroideMin_4 REAL
@ATTRIBUTE centroideMax_4 REAL
@ATTRIBUTE centroideDif_4 REAL
@ATTRIBUTE rollOff_4 REAL
@ATTRIBUTE rollOffMin_4 REAL
@ATTRIBUTE rollOffMax_4 REAL
@ATTRIBUTE rollOffDif_4 REAL
@ATTRIBUTE ganancia_4 REAL
@ATTRIBUTE flux_4 REAL
@ATTRIBUTE fluxMin_4 REAL
@ATTRIBUTE fluxMax_4 REAL
@ATTRIBUTE fluxDif_4 REAL
@ATTRIBUTE SNR_4 REAL
@ATTRIBUTE SNRMax_4 REAL
@ATTRIBUTE zeroXMean_4 REAL
@ATTRIBUTE ZCRmin_4 REAL
@ATTRIBUTE ZCRmax_4 REAL
@ATTRIBUTE ZCRmax_minus_ZCRmin_4 REAL
@ATTRIBUTE numWordsMinute_4 REAL
@ATTRIBUTE duration_4 REAL

@DATA
scratch,belly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.5,281.25,375.0,93.75,508.153,380.952,585.366,204.413,0.0,0.0,0.0,0.0,1791.33,1628.18,1942.72,314.54,593.75,468.75,750.0,281.25,0.006505,0.51216,0.266098,0.681591,0.415492,40.4994,50.2954,15.3333,10.0,24.0,14.0,2500.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tap,left_arm,1020.692316,897.439942,1234.4404,346.98173,1370.098947,648.267782,1847.716663,1371.312304,273.42865,0.0,460.787382,461.771186,2297.977173,1552.093976,3339.44484,1728.317221,1382.968137,513.774636,2257.608083,1619.005202,0.047885,0.764989,0.45402,1.146879,0.669295,175.594759,491.399856,40.233808,19.006215,89.535669,98.738968,1342.383786,108.871514,569.490434,93.75,937.5,843.75,834.149844,406.025198,1223.708278,810.362231,0.0,0.0,0.0,0.0,1657.219117,1462.176463,1898.595345,501.175449,1129.952761,1108.440131,1310.608999,187.5,0.009437,0.899304,0.896524,1.094737,0.42928,32.068972,46.21735,58.824785,21.734146,164.088855,41.500075,3011.488531,23.475734,157.297399,93.75,218.631973,238.284251,415.269932,380.952,485.364676,51.270888,0.0,0.0,0.0,0.0,1703.372323,831.648058,2462.534699,1614.456409,273.354103,187.5,491.388603,290.343997,0.005608,0.565505,0.267602,0.753768,0.483425,32.09548,74.202147,9.976099,3.266489,23.902375,19.535388,1650.023137,73.131622,1634.72886,1160.552532,1980.130184,766.255078,1666.523227,385.309009,2816.221388,2387.950665,0.0,0.0,0.0,0.0,2193.818295,1656.346131,2959.807682,1402.887244,1427.615497,311.048547,2167.467777,1966.948588,0.005013,0.78394,0.350539,1.044282,0.726553,24.812499,42.020398,28.944038,0.590149,90.997164,63.583583,1531.516436,117.80876
tickle,belly,967.300868,958.435178,993.88285,0.0,1501.581964,1541.63593,1527.222507,0.0,0.0,0.0,0.0,0.0,2666.281204,2469.400284,2589.368054,0.0,1206.607092,1279.641689,1279.25309,0.0,0.005881,0.303437,0.465599,0.637315,0.0,14.350465,13.979088,30.988547,30.263807,30.142732,0.0,22500.0,2.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.285422,93.75,646.975701,449.745928,435.754689,380.952,695.320067,308.871878,1.938232,0.0,4.012594,61.353901,1814.165524,737.896996,3401.37104,2589.690559,618.256386,93.75,2985.738217,2626.308059,0.008729,0.58444,0.214086,1.138004,0.975347,49.34346,193.548055,16.831406,0.623743,46.592886,45.813564,590.759799,1094.438002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stroke,right_arm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.51,1312.5,3281.25,1968.75,2401.24,631.579,4000.0,3368.42,0.0,0.0,0.0,0.0,3340.24,2644.57,3912.98,1268.42,2527.15,1781.25,3281.25,1500.0,0.009035,0.629105,0.348064,0.862955,0.514891,41.2074,119.651,53.0375,36.0,74.0,38.0,166.873,2157.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scratch,right_arm,940.848,750.0,1125.0,375.0,1342.18,615.385,1846.15,1230.77,226.545,0.0,1074.63,1074.63,2128.95,1472.26,2880.16,1407.9,967.634,843.75,1031.25,187.5,0.009801,0.539324,0.167758,0.881369,0.713611,24.651,65.0261,22.2857,18.0,35.0,17.0,996.503,1144.0,1632.21,937.5,3281.25,2343.75,2277.64,558.14,3428.57,2870.43,77.4561,0.0,1521.13,1521.13,2938.14,2037.29,4039.19,2001.89,2155.45,1593.75,3281.25,1687.5,0.095605,0.60307,0.268789,0.884692,0.615903,386.387,1380.81,45.2735,34.0,78.0,44.0,48.3871,1240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slap,belly,1031.25,1031.25,1031.25,0.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1952.99,1952.99,1952.99,0.0,1125.0,1125.0,1125.0,0.0,0.027919,0.747082,0.747082,0.747082,0.0,76.4491,76.4491,28.0,28.0,28.0,0.0,22500.0,2.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stroke,right_arm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712.838914,1069.61219,2343.75,1231.922714,2321.408497,589.068376,3428.57,2448.808008,8.279248,0.0,436.638939,313.707161,3303.626129,2412.491877,4012.211135,1464.133441,2291.128462,1565.203573,3374.781788,1693.612377,0.008115,0.62698,0.405874,0.954026,0.566436,43.516394,65.916934,47.471104,35.919031,67.649068,35.840369,168.518204,843.541792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tickle,left_arm,1169.712187,347.503812,3886.376028,3195.509957,1537.697122,398.365957,3358.375844,2724.706205,205.504022,0.0,1217.351156,1236.974824,2654.903425,1329.936406,5936.842951,4692.897963,1631.774529,283.305348,3843.75,3517.302739,0.082778,0.6946,0.25451,1.144442,0.880499,168.989347,1151.730028,32.834522,13.024413,62.108106,163.29213,703.202335,1534.867113,718.191419,93.75,1131.593949,1052.355381,1019.066195,380.952,1600.0,1219.05,106.287437,0.0,777.941564,783.726705,1589.450705,1164.661823,2215.123343,1355.918858,876.347774,355.460708,1128.117999,755.577479,0.013564,0.650472,0.292141,1.097597,0.616633,32.211604,173.0366,22.447353,9.968077,73.854787,95.913804,643.178033,1496.291803,209.625908,93.75,375.0,281.25,420.607927,380.952,608.706372,241.406044,3.339024,0.0,245.157741,45.70213,1277.686905,767.647529,2466.180895,1481.710765,233.389664,178.876868,468.75,288.174284,0.005038,0.513396,0.146082,0.914228,0.76853,25.914128,64.845091,9.196308,2.480987,22.50524,17.986618,769.920018,2219.10255,1109.216845,178.219247,1709.256606,1572.240903,1479.752284,380.952,2666.67,2285.71,49.888608,0.0,1000.513981,782.905961,1602.665777,1300.357213,3063.587144,1831.835874,1248.556225,182.899321,1822.64262,1696.458296,0.007877,0.747442,0.370018,1.265573,0.811298,31.732259,134.300153,26.461711,3.879914,37.702731,30.800835,777.950145,1256.926997
rub,left_arm,1866.304392,857.549085,4286.54746,3438.6311,2303.709847,659.87553,4000.0,3340.471094,20.412454,0.0,931.595706,1098.704221,3184.121411,2518.87011,4219.793799,1687.925257,2853.381186,1279.481106,4038.115595,2276.318723,0.042481,0.654759,0.342447,1.004791,0.456379,161.053987,584.588079,59.141358,32.153011,83.1128,49.22941,349.55597,1021.06949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.25,1312.5,1500.0,187.5,2086.502086,2006.403594,2181.82,328.677401,0.0,0.0,0.0,0.0,1919.107903,1920.963527,2005.914306,133.904675,1519.059642,1500.0,1576.990293,64.752233,0.004849,0.631276,0.571087,0.679434,0.124424,13.036218,13.925408,27.8425,27.548541,32.446977,11.605614,1782.529174,71.936574
tap,belly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.444078,93.75,2414.533233,2422.001775,1603.435361,541.80118,3639.770103,3082.87755,18.814816,0.0,247.458114,114.593702,2189.815714,1634.757267,2887.301427,1197.98031,1516.194852,976.46756,2381.77856,1373.419836,0.007881,0.870414,0.630773,1.161327,0.365969,59.191112,119.232691,31.126984,20.020103,40.517382,14.890304,1840.400027,62.708064,279.36749,254.374246,281.25,16.208487,400.212664,380.952,458.276233,73.897281,0.0,0.0,0.0,0.0,2031.338926,748.43469,2864.190472,2359.794391,1224.92289,93.75,1596.362413,2376.298884,0.048605,0.562504,0.190567,1.074833,0.824004,119.02686,456.338682,14.758056,0.366274,31.812815,29.525787,662.080915,82.015892,1189.653439,247.355766,1834.117927,1545.336367,1216.598563,380.952,2400.0,2019.05,58.089942,0.0,285.448434,698.116668,2268.293535,1673.115393,2938.975391,1421.210386,1609.791717,997.517086,2108.248545,2026.34804,0.01736,0.79031,0.438194,1.058519,0.537801,67.534118,204.210326,35.33999,19.714485,48.069979,40.71476,673.022525,92.653746
tap,left_arm,1209.38,937.5,1968.75,1031.25,1402.43,774.194,2000.0,1225.81,95.2381,0.0,952.381,952.381,2809.44,1693.16,3548.8,1855.64,1725.0,1031.25,2437.5,1406.25,0.05065,0.753636,0.515925,0.944616,0.428691,193.226,1269.34,41.0,12.0,109.0,97.0,1097.56,109.333,312.5,93.75,750.0,656.25,793.756,489.796,1333.33,843.537,0.0,0.0,0.0,0.0,1442.13,1159.72,1791.59,631.869,906.25,656.25,1125.0,468.75,0.012996,0.6193,0.365791,0.756656,0.390865,54.1683,94.5228,15.3333,11.0,24.0,13.0,2500.0,24.0,210.938,187.5,281.25,93.75,419.567,380.952,480.0,99.0476,0.0,0.0,0.0,0.0,1172.66,728.901,1645.94,917.038,187.5,93.75,281.25,187.5,0.009544,0.433771,0.352289,0.637414,0.285125,63.2744,149.684,6.25,4.0,9.0,5.0,1730.77,34.6667,759.375,187.5,1781.25,1593.75,1157.54,393.443,2666.67,2273.22,60.0,0.0,600.0,600.0,2140.04,1167.41,2682.88,1515.47,1162.5,375.0,1968.75,1593.75,0.007134,0.767549,0.305391,1.27445,0.969059,49.4224,182.783,24.2,6.0,43.0,37.0,1377.55,130.667
slap,left_arm,1078.12,843.75,1312.5,468.75,1780.22,1714.29,1846.15,131.868,0.0,0.0,0.0,0.0,3797.26,2932.7,4661.83,1729.14,3046.88,2250.0,3843.75,1593.75,0.055449,0.977865,0.754717,1.20101,0.446296,321.331,350.499,124.0,46.0,202.0,156.0,4500.0,13.3333,1078.12,750.0,1406.25,656.25,1145.45,1090.91,1200.0,109.091,0.0,0.0,0.0,0.0,1924.94,1890.19,1959.69,69.4943,1078.12,937.5,1218.75,281.25,0.004717,0.840012,0.778966,0.901058,0.122092,19.3354,21.4253,70.0,27.0,113.0,86.0,4500.0,13.3333,234.375,187.5,281.25,93.75,384.025,380.952,387.097,6.14439,0.0,0.0,0.0,0.0,1315.97,1198.22,1433.72,235.507,281.25,187.5,375.0,187.5,0.006147,0.393639,0.089246,0.698031,0.608785,27.4648,28.3809,7.0,5.0,9.0,4.0,4500.0,13.3333,1125.0,93.75,1687.5,1593.75,1147.99,510.638,2400.0,1889.36,0.0,0.0,0.0,0.0,2639.63,2138.91,2910.31,771.401,1718.75,1593.75,1781.25,187.5,0.005627,0.826679,0.549424,1.1606,0.611176,17.554,19.7777,36.6667,34.0,41.0,7.0,2500.0,24.0
tickle,right_arm,960.938,93.75,1312.5,1218.75,1341.36,380.952,1846.15,1465.2,0.0,0.0,0.0,0.0,1919.93,1630.86,2531.38,900.522,1156.25,281.25,1406.25,1125.0,0.012872,0.520947,0.171395,1.21976,1.04836,21.8639,52.0009,25.0833,14.0,44.0,30.0,576.923,728.0,1202.45,93.75,4781.25,4687.5,1236.66,380.952,2666.67,2285.71,0.0,0.0,0.0,0.0,2566.88,1430.47,4286.75,2856.28,1903.53,750.0,4312.5,3562.5,0.018968,0.834989,0.371638,1.10786,0.736219,23.3711,65.1964,28.6957,13.0,50.0,37.0,1081.08,888.0,168.75,93.75,187.5,93.75,410.339,380.952,521.739,140.787,0.0,0.0,0.0,0.0,1073.66,892.919,1310.92,418.003,187.5,187.5,187.5,0.0,0.006681,0.309039,0.179463,0.366236,0.186773,14.7217,17.7485,7.2,3.0,12.0,9.0,520.231,461.333,337.5,93.75,1312.5,1218.75,1056.9,380.952,2181.82,1800.87,0.0,0.0,0.0,0.0,1842.53,1510.27,2461.18,950.915,975.0,93.75,1687.5,1593.75,0.006384,0.794646,0.686215,1.08979,0.403571,9.13394,11.0008,18.4,4.0,30.0,26.0,465.517,386.667
tickle,left_arm,1546.228898,93.75,4948.60288,4794.25978,1807.38752,450.636863,5863.673547,4805.283517,89.704825,0.0,1243.032133,1189.958324,2695.581054,1455.633833,5323.218018,3789.30145,2077.326226,850.832944,4341.543185,3301.869555,0.03751,0.776894,0.448933,1.20109,0.722287,172.42352,1253.458509,43.915929,17.564055,167.304351,150.416898,612.29193,1033.17526,612.897068,93.75,953.886159,932.025547,798.19183,380.952,1285.472723,934.892591,86.429797,0.0,779.739636,794.432168,1988.034295,1279.336421,2502.658842,1183.494767,776.256885,352.046473,1125.0,841.131648,0.005926,0.640663,0.263427,0.980651,0.682577,24.930811,63.198933,20.690862,11.103023,56.086974,48.964753,661.123202,1351.789663,187.345857,93.75,375.0,281.25,402.95374,380.952,529.742933,138.506597,4.069894,0.0,150.590999,109.334197,1582.95718,826.66437,2445.486075,1615.246116,228.338548,187.5,308.5411,164.615107,0.004338,0.449375,0.111071,0.86652,0.718785,22.931373,47.310529,7.929951,2.141901,25.597895,24.300491,700.462116,974.77468,674.447634,93.75,1754.330774,2240.395999,879.146328,380.952,2613.891239,2046.01262,197.982796,0.0,1044.79176,541.79826,1753.452614,1354.831833,3007.443041,1613.199243,1022.67868,171.536949,2040.695445,1904.239732,0.005263,0.764019,0.555332,1.075415,0.648529,25.168645,49.132008,20.438149,3.961038,40.258513,32.422224,665.269047,1315.772945
stroke,belly,1071.43,937.5,1218.75,281.25,1409.98,888.889,1714.29,825.397,0.0,0.0,0.0,0.0,2299.12,1469.56,2841.29,1371.73,1232.14,1031.25,1875.0,843.75,0.013104,0.489312,0.265314,0.687469,0.422156,38.2534,139.531,35.7143,22.0,68.0,46.0,2295.92,130.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1433.04,187.5,4781.25,4593.75,1249.7,380.952,6000.0,5619.05,0.0,0.0,0.0,0.0,2770.6,1706.76,4092.63,2385.87,1875.0,281.25,4218.75,3937.5,0.004561,0.669203,0.51834,0.812406,0.294066,14.3337,18.9182,42.0,12.0,83.0,71.0,588.235,408.0,1921.88,1875.0,1968.75,93.75,1526.88,387.097,2666.67,2279.57,0.0,0.0,0.0,0.0,2244.43,1795.96,2692.89,896.935,1171.88,375.0,1968.75,1593.75,0.009095,1.18377,1.15892,1.20862,0.049701,33.2148,53.614,15.0,9.0,21.0,12.0,4500.0,13.3333
scratch,belly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.05,187.5,4781.25,4593.75,1150.71,380.952,6000.0,5619.05,5.37033,0.0,220.183,220.183,2921.81,1938.63,3512.58,1573.95,2826.22,93.75,4125.0,4031.25,0.00792,0.64587,0.409804,1.22516,0.815354,43.8458,91.4227,61.9756,0.0,84.0,84.0,487.805,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tickle,right_arm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764.322938,1218.75,2100.416784,891.513571,2254.821984,1093.857416,3000.0,2097.812165,9.088876,0.0,446.909558,402.707444,3035.970764,2045.570824,3788.759645,1781.773566,2161.282627,1365.844152,3046.695758,1359.120129,0.018805,0.664738,0.457101,0.936119,0.515432,49.162356,335.036223,43.188731,25.344381,56.937616,29.569304,640.093756,646.091794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
